sent,score,label
That's interesting here is divine and d,0.8695670366287230,-1
"Solid performance, especially when All all investors are saying, portfolio companies are left right and center With, as I said, frozen budgets, still very much in the tech space.",0.8690332174301150,-1
"I mean, all these bullet points, I mean, just from working with Galadriel in the six months that I have.",0.8681188821792600,-1
It's turned on Yeah.,0.868053138256073,-1
Twice gonna I'm gonna I send the feedback right away.,0.8664282560348510,-1
Just setting on expectation.,0.8662701845169070,-1
It's just like or average time.,0.866165041923523,-1
"And then also, obviously, Salesforce being like Now.",0.8653601408004760,-1
And so eli the plan is analytics one.,0.865078866481781,-1
So I have on...,0.8648008704185490,-1
The first thing I call out we referenced our knowledge base.,0.8631130456924440,-1
The the magic seven.,0.8629357814788820,-1
Charm is what it is.,0.8627678751945500,-1
But So we install...,0.8624180555343630,-1
"Well, it was great Meeting, Jericho.",0.8620332479476930,-1
I I don't have any concerns so I can...,0.8618656992912290,-1
"It's like, well, I think that's just be clear is part of the normal package, like, I'm using a dial",0.859351396560669,-1
"Yes go to application, Okay and click on storage.",0.858048141002655,-1
So They they do charge seat.,0.8579796552658080,-1
There and I understand that's more for like the afternoon for me.,0.857841968536377,-1
So it sounds like Nova is is on track and a life insertion.,0.8578348159790040,-1
That's the floor for now.,0.8577302694320680,-1
It's the same thing,0.8568006753921510,-1
"So, you know, Yeah.",0.8567937016487120,-1
Definitely i appreciate the time.,0.8560879230499270,-1
o n s l e I'm sorry.,0.8558827042579650,-1
It's there for us.,0.8556531071662900,-1
That's that's the the direction we're going because we were kinda hitting that same dead end of none of these people are talking to us after they That's we're...,0.8556095957756040,-1
"So You know, probably doing make.",0.8555240631103520,-1
 All the blanks with That's very cool.,0.8552026748657230,-1
"San you know, that's...",0.8545873761177060,-1
 So we we we used to have well,0.8540282249450680,-1
"Like, the canadian and resolute...",0.8518403768539430,-1
"Okay, They're all set up.",0.8515265583992000,-1
Like this is one point one hour.,0.8513128161430360,-1
You probably saying that from your initial jive your initial work.,0.8511753082275390,-1
" And for our for nonprofit, they said that we can get the basic for free",0.8499085903167730,-1
He i saw it.,0.8483441472053530,-1
 For once a bill.,0.8480508923530580,-1
So the the white my buddy.,0.8479400873184200,-1
"And then Also Arr is like, good to go.",0.8472248911857610,-1
"And so he was like, yeah.",0.8467950820922850,-1
I'm in I'm in La.,0.8457381725311280,-1
"Actually, you know, I apologize.",0.8454384803771970,-1
I will send by deck you so you have that as well.,0.8447614908218380,-1
 I think So this...,0.8446597456932070,-1
"I I told myself, I would never be an employee again at when I left out",0.8445336222648620,-1
One of them people are closes.,0.8436814546585080,-1
I think that that's that obviously important.,0.8436697125434880,-1
This is our Metrics boss.,0.8436199426651000,-1
"So when we're on a call, This is what would would be seen.",0.8435455560684200,-1
We used both so.,0.8429735898971560,-1
So I have the...,0.842561662197113,-1
Mean I should This is good.,0.8404415845870970,-1
"It's all working, and they'll be like, yep.",0.8397798538208010,-1
 Apparently was a good,0.8397538065910340,-1
This is naturally gonna Right.,0.8396101593971250,-1
" We obviously, no customers getting Layoffs going on.",0.8391265273094180,-1
Glad y'all getting that intro.,0.8388875722885130,-1
 Dot a u at dot c a. Cool.,0.8388263583183290,-1
Thank you for reoccurring matches.,0.8387330174446110,-1
 It was zero says I couldn't get the data.,0.8386263251304630,-1
I know that you said that slot is changing.,0.8383638262748720,-1
"So if I just wanted to Like, let's say focus on my call tests from this campaign, that's says, like stopping my tracking tool.",0.8383517861366270,-1
This first time I'm.,0.8383061289787290,-1
It's like perfect un title email.,0.8382664322853090,-1
I don't I don't want the customer to hear me most at the time.,0.8380116820335390,-1
You you you said it exactly right.,0.8377670049667360,-1
"Yeah, we're we're good to go on that.",0.8377634882926940,-1
They they had a report that they have a bunch of All these are orders they had order protection twice.,0.8376199007034300,-1
This is our pen pronounce.,0.8374120593070980,-1
So it's reconciliation across platforms and xl.,0.8366154432296750,-1
 It's just just hubspot.,0.8363962769508360,-1
So I'm mean in Salesforce.,0.8362430334091190,-1
"Like I said, hey australian tax office news called.",0.8360922336578370,-1
"That'll be a fully fledged actually, fully fledged campaign.",0.836003303527832,-1
"So I think with that pad, One thing is Based...",0.8358485698699950,-1
 I I I would agree.,0.8357126116752630,-1
"She says she's regroup with the team, and we'll hopefully have an update for us soon on what we get our first onboarding scheduled session scheduled.",0.8353464603424070,-1
"So they just pushed out to, like, yeah.",0.8352632522583010,-1
Similar of stats across all the stores.,0.8346439003944400,-1
"Gonna have something like this invitation from, and then you're gonna...",0.8342280983924870,-1
I was just gonna point out one of things.,0.8342254757881170,-1
"i said obviously, we have some deals that are done in the door and we can kinda just replicate you know, the titles from there, hey, they're decision makers and just so we're not wasting time speaking with someone who...",0.8336490392684940,-1
So I stayed home stage.,0.8331881165504460,-1
It has to be already.,0.8329904079437260,-1
So that will be Definitely definitely on the road map.,0.8327577710151670,-1
and I I'm on an annual invoice and it says that my invoice right January first to December thirty first in the description.,0.8321356773376470,-1
So that's a pretty exciting day.,0.8311030864715580,-1
I feel like that both people is.,0.8308027386665340,-1
"It's like, hey, I have this opinion on remote work.",0.8304157853126530,-1
We love calling this one out.,0.8301414847373960,-1
"So of course, the revenue and costs everything.",0.8300819993019100,-1
That's the name of the button in,0.8298804759979250,-1
So we we include Yeah.,0.8297376036643980,-1
I was I was gonna say that...,0.8292577862739560,-1
That's the first thing.,0.8282051086425780,-1
"He's like, now I understand.",0.8273860812187200,-1
"And I'm just throwing back a few words over here you said yourself after her first quarter of the company, if you remember Galadriel was voted, shooting star and she has continued to literally shoot the lives out quarter over quarter So a very well deserved promotion.",0.8265802264213560,-1
Your growth rate was so do this.,0.8259466886520390,-1
We have capital of majority the stop.,0.8255985975265500,-1
This is store Id equals thirty four or whatever that'll be a variable but we can pull based on the the store that select did and things like that.,0.8255212306976320,-1
 We can say what's getting new processes in place.,0.8249413967132570,-1
I've got to everybody.,0.8245769739151000,-1
I don't I don't want the customer to hear me most the time.,0.8245763182640080,-1
"That makes sense, Smith.",0.8244520425796510,-1
So it's a crazy day.,0.8240954279899600,-1
and we'll be following it word forward.,0.8219941258430480,-1
"Very basic very limited what you could do, but it basically, hey, There's a campaign here's...",0.8219615817070010,-1
And it showed like the the message So the the...,0.8214497566223150,-1
 Now I'm good Thanks Merry.,0.8205538392066960,-1
it's So it's the last four we should just add that to the onboard ticket,0.8205030560493470,-1
Heads bank accounts and it really is out.,0.8201579451560970,-1
I I might as well.,0.8193722367286680,-1
 I know that she's Jericho Sister.,0.8192605972290040,-1
"And and, like, we...",0.818993866443634,-1
 As logged in with that one,0.8183237314224240,-1
"Obviously, but ten to December.",0.8182850480079650,-1
And then it'll shoot out these results just like this.,0.8171492218971250,-1
It's it's exactly technically be won't by any chance.,0.816448450088501,-1
So we have a time.,0.8160020112991330,-1
Through a product like this.,0.8151276707649230,-1
So I can definitely show you that today too.,0.8147476315498350,-1
I'll I'll do my best to to do it beforehand.,0.8147120475769040,-1
"He's gonna be calling me a chance like, there's way more engagement from a Cliff hanger type of Netflix approach.",0.814588725566864,-1
I'm it's validating else that we're already starting.,0.8144336342811580,-1
I really a comfortable.,0.8143373131752010,-1
So with... dial pad.,0.8143029808998110,-1
And this this is some fancy stuff.,0.8141815066337590,-1
So this is going away.,0.8137781023979190,-1
So I our first...,0.8130571842193600,-1
I'm sure it's coming.,0.8122634887695310,-1
"You got one bottle, one order protection.",0.8119354248046880,-1
We care about each other we care about our.,0.8115742206573490,-1
"Like, look at the correlation.",0.8115422129631040,-1
So we'll we will we will match your speed.,0.8112576603889470,-1
I have a license for our product.,0.8112059235572820,-1
I think that's all I had.,0.8104034662246700,-1
" It it is, but So it will actually save us time in long run.",0.810149610042572,-1
And I've I've actually heard...,0.810048520565033,-1
So it's all is clean that it should be a standard four six weeks Cool.,0.8099309206008910,-1
So the rays we starting will go well.,0.8097931742668150,-1
"But I like, right now, it it is all sarah.",0.8092489838600160,-1
So it's an app that is completely branded to their apartment.,0.8091254830360410,-1
"Yeah, I think more better always.",0.808851957321167,-1
"They reporting to us, we eighty voice, which would be in a zero invoice.",0.8082755208015440,-1
Because I take a like I said I take a break after I finish it around outside is six ninety couple of hours and i gets sit down.,0.8076409697532650,-1
It's a it's minus ten here.,0.8075257539749150,-1
It's really important have because and then we purposely hang up.,0.8071528077125550,-1
"So I think for this, Like, so it's",0.8060558438301090,-1
 We can see why not Yep.,0.8058159947395330,-1
" Apparently, they pop back to each other Yep.",0.8055925369262700,-1
"I mean, for now, yeah.",0.8049213886260990,-1
So I'm okay not By in.,0.8044517040252690,-1
That's the main thing that I like.,0.8031044602394100,-1
We're just gonna have the new one.,0.8025771379470830,-1
"And pass it onto to the training leads and say, hey, you meet me bill this week This is probably the thing that he needs to focus this on.",0.8022897839546200,-1
I just realized this is a one...,0.8016864061355590,-1
So that's pretty cool.,0.801612913608551,-1
"So, yeah, roman three sixty, like, you would literally coming here and saying recent invitation, recent invitation, and then you could send an email here just from your own account or whoever's was doing this thing like, hey.",0.8011857271194460,-1
That's a good point.,0.801140308380127,-1
That is the reaction.,0.8008604049682620,-1
That's what we what look at earlier where it was showing up because we hadn't assigned it it was shopify.,0.7998158931732180,-1
That pad gives you like notice,0.7996761202812200,-1
"But in the the more positive note than what it like, being hopeful.",0.7996681928634640,-1
 Definitely definitely like you to have Leaandra.,0.7994438409805300,-1
 For the last Oh my gosh.,0.799387514591217,-1
That's kinda like the next year to drop is like our Salesforce integration and all those things.,0.799070417881012,-1
I mean advocating for a polar right now.,0.7987883687019350,-1
"So for example, you for foreclosure is kind of a because object...",0.7984374165534970,-1
And and so say say I was billed,0.7977485060691830,-1
There's gonna no one other roads.,0.7970357537269590,-1
"Like I said, it is going to automatically push a link back to the as well as any meeting notes directly into the hubspot record.",0.7969189286232000,-1
So that is the process that we're on right now what I...,0.7968932390213010,-1
"In congratulating Galadriel Pico to her promotion as orbit cheap operating officer there which because I'm sure, your old rate comes in very, very well deserved just about a year of her joining the company where she's had a tremendously positive impact.",0.7966768741607670,-1
"So everywhere you look, it looks like it should be.",0.7966277003288270,-1
In Zoom many it's reported as as a reach out.,0.7963271737098690,-1
It's j spun seller miller.,0.7960470914840700,-1
"That and then whatever the maintenance fee is, for that.",0.7959260940551760,-1
That that would be amazing.,0.7958459258079530,-1
"So what I told Rachel yesterday, is that I have two new Sdr I think that are gonna be starting.",0.7957956790924070,-1
" Go check out, it's exactly what you expect where you've got the items, you can't change it.",0.7957644462585450,-1
"But from me that's like, the...",0.7954218983650210,-1
We we We've got the luxury of being able to do that.,0.7946011424064640,-1
There's no expansion or other options.,0.7940390706062320,-1
"Also was in this, it doesn't even matter what store selected.",0.7936238050460820,-1
So that's pretty sweet.,0.7929862141609190,-1
That's like they added...,0.7920469641685490,-1
"Okay, From right here.",0.791739284992218,-1
Thank you for I feel so loved right now.,0.7914627194404600,-1
I'll have we can sign it today.,0.7906821966171270,-1
I'm just gonna to say no which empowered how this.,0.7882505059242250,-1
I'm gonna be your customer success manager.,0.7875806093215940,-1
You're gonna map Engineer...,0.7859660387039190,-1
"Yeah eighty six subscription testing, simply dot com simply computing their Shopify.",0.7851588129997250,-1
"Like, we built all the new water in Palo Alto ago.",0.7851020097732540,-1
I'll pick this bottle add it to my cart.,0.7850635647773740,-1
"K, December fifth, no.",0.7842094302177430,-1
We'll talk to you later.,0.7841421365737920,-1
I can't wait to push out.,0.7839328050613400,-1
It's gonna come together.,0.7838060259819030,-1
You're what phone you have.,0.7836502194404600,-1
But what I told So I got the hiccups.,0.7836053967475890,-1
It's gonna come from support.,0.7835063934326170,-1
They're they're good deeds.,0.783371090888977,-1
That's what this pile is this represents Csv account upload.,0.783224880695343,-1
I knew this is gonna be widely appreciated from everyone and it's always nice to kick off the festive month with more good news internally Galadriel congrats super super well deserved thank you for accepting the role and I self self stoked.,0.7822726964950560,-1
I'm gonna ride someone's up my door.,0.7818255424499510,-1
And that's how we found kicks see.,0.7817549109458920,-1
 I'll get my tomorrow Yeah.,0.7816009521484380,-1
"You're like the most crystal Clear, I ever seen anyone on a call.",0.7814347147941590,-1
" In this, by the way, I see this assigned platform to store during onboarding.",0.7814050316810610,-1
 We're he just not interested It's in there.,0.7810148000717160,-1
I just want to say thank very much for guiding me towards my promotion and for the all the hard times experienced.,0.7807292938232420,-1
To the to the company.,0.7804529666900640,-1
So we get this get this rolling.,0.7801504135131840,-1
He's active right now Yeah.,0.7801384925842290,-1
" California very much so favors, the employee n lieutenant it.",0.7797917127609250,-1
When we send out one to one to praise the Galadriel's hiring.,0.7797724008560180,-1
The buyer was showing you some gave you some indication that they...,0.7784825563430790,-1
I'm actually now driving.,0.7782358527183530,-1
So we like calling around now.,0.7777578234672550,-1
Let just sure goes Okay.,0.7776861786842350,-1
Because order protection pops up at the top of the list.,0.7765100598335270,-1
"hey, this is Included of think.",0.7760271430015560,-1
Well that's good to know.,0.7759894728660580,-1
"That's mainly what it is, but anything we can do especially be the finance person to try to be like more, like, try to, you know, push on that a little bit would be awesome.",0.7753621339797970,-1
I I'd already did that the other day.,0.7752484083175660,-1
So you're on the money.,0.7752277851104740,-1
"Like, I'm I'm ready to to move forward as quickly as we're able to I'd love to hear that.",0.7750539779663090,-1
It's been a really really impressive to see.,0.7748339772224430,-1
"And pass it onto to training leads and say hey, when you meet with illness this week this is probably the thing that he needs to focus this on.",0.7741355299949650,-1
So there's nothing I feel like I need to do.,0.7738321423530580,-1
That's really good on jake.,0.773265540599823,-1
"And so we have a final Construction, The reason we like playing this out is because it is a highly process a highly humidity that process.",0.7730727195739750,-1
"Know it can cause alarm, like, what you see all of our orders.",0.7728528380393980,-1
"I mean, what we have we have is a contract signed date, and then we have an effective date.",0.7726926803588870,-1
You're gonna be working with myself.,0.7725739479064940,-1
I'm very familiar with Zoom.,0.7720533013343810,-1
So I'm advocating for a apollo to be one of the systems that we use.,0.7712517976760860,-1
"You know, he's just...",0.7712505459785460,-1
That's I just change that.,0.769846498966217,-1
 I wanna do that.,0.7698054313659670,-1
The original quickbooks to put it and put a finally.,0.7670469284057620,-1
That's what I meant to click on There we go.,0.7669544816017150,-1
I think they absolutely are.,0.7668905854225160,-1
 I just senator directly.,0.7665278315544130,-1
So I think we're good on the life booster for nova.,0.7655768990516660,-1
"So if I go back in as admin, Here we go.",0.7652655839920040,-1
"This scoping call, these are you know, this is an ideal implementation timeline.",0.7648792266845700,-1
"So based on his understanding of things last night, he was saying, both of these are going away for just one analytics.",0.764551043510437,-1
"I mean, I'm not",0.764514148235321,-1
Thank you for staying to round up the year.,0.7642849087715150,-1
"Eventually, we can say that it's locked so they can't change it.",0.7637070417404180,-1
"Harrison yeah, like, said you won't be super involved in, like, building things out, but we'll definitely have opinions of of what he wants to see",0.7633633017539980,-1
Just gonna work out.,0.762910008430481,-1
And it's that Zoom app is very weird.,0.7627803683280950,-1
"So He's no longer with those, but",0.7624558806419370,-1
 And ray currently wearing mine.,0.7622411847114560,-1
because like hard like employer.,0.7620795369148250,-1
" Now actually, this is interesting.",0.7620556354522710,-1
So I've seen a some good family ugly.,0.7612982988357540,-1
 I I fed out the other day that this doesn't do anything.,0.7609009146690370,-1
So it's size grade.,0.7605267763137820,-1
So Pro has the full Crm saying the call coaching metrics customer called view and keyword alerts as well as all the features included in starter.,0.760374128818512,-1
" I'm busy, but Our life is good.",0.7603387832641600,-1
 We should see I just logged in.,0.760283350944519,-1
"So whatever, but like, the claims especially.",0.7599208354949950,-1
With Aes right now.,0.7594525218009950,-1
"But I'm excited, you're so excited.",0.759041965007782,-1
So that should that should be a it's just to to turn it all already.,0.758160412311554,-1
I'm gonna log in as myself.,0.7579221725463870,-1
 We talked about connections connecting your data confirm that all of your accounts departments both in your Erp your Hr are mapped talk really the today clear.,0.7575793862342830,-1
So should be administrator.,0.757203996181488,-1
I think I should be free and about Ten minutes from now.,0.7566748857498170,-1
So we do everything in the real estate space and we really dominate our market,0.7563850283622740,-1
So let's dive in because there's someone now exciting announcements happening.,0.7560399770736690,-1
So the buttons that you can use while you're on fathom.,0.7559561133384710,-1
The scroll things and say.,0.7557544708251950,-1
So I show them.,0.7556337714195250,-1
That is so cool.,0.7550979852676390,-1
"I'm like, okay You.",0.7546478509902950,-1
"So he basically said, There's a technical blocker here.",0.7540406584739690,-1
We meet the property contract then.,0.7537775635719300,-1
See I have a ticket for c to do that.,0.753679633140564,-1
I've I upload the leads the campaigns.,0.7535187005996700,-1
" Totally works we just picked one the no rev share, because that's what we're planning to implement right now.",0.7534907460212710,-1
You can establish standardized side here.,0.7532881498336790,-1
 Oh they're just cool.,0.7531169056892400,-1
"Well, perfect perfect been excited to read regroup on Wednesday.",0.7530548572540280,-1
Just fill up these guy's calendars.,0.7530056238174440,-1
So we have some to say that are the ones that el lps we have wants response in two weeks.,0.75273597240448,-1
And then we're good.,0.7523555159568790,-1
 Of this is very high.,0.7523155212402340,-1
"So pipeline and revenue, all that.",0.7514200210571290,-1
 It December six b.,0.7514082193374630,-1
"Like, what hubspot says is, what close in then next couple of months and then we look at it.",0.7512979507446290,-1
You're not gonna get those gift wrapped obviously.,0.7512937188148500,-1
So they both device straight.,0.7511623501777650,-1
It's just kinda ser.,0.7511551380157470,-1
We hope them twice a week third ten Am Pacific on Tuesdays and Thursdays.,0.7505109906196590,-1
"Like, on the books two lines to be like, i hey, we purchased this, you know, this quarter for budget purposes and then",0.7503655552864080,-1
" Oh, it's easy the free health helps a lot.",0.7500901222229000,-1
"List, and then we also have a couple of different markets.",0.749538004398346,-1
 Log in check your spam.,0.7494074106216430,-1
I used the numbers.,0.7493899464607240,-1
"And and i might be nice to say, mean doing it in hours, is nice.",0.748948335647583,-1
So I I I can go to.,0.7485203742980960,-1
" As a this stage as recycled, no interest.",0.7482203245162960,-1
 So I actually in the chat Jericho.,0.7481943964958190,-1
 It's really just a focus on actual here.,0.7478500008583070,-1
Yeah I can hear you now.,0.7477194666862490,-1
That's what I did here in this Sdr prospecting test.,0.7477172613143920,-1
You've already met racing.,0.7473214268684390,-1
I think I'm might you'll make it though is our we're pretty...,0.7472570538520810,-1
"Oh, this is from my girlfriend.",0.7471672892570500,-1
"So on the calls, do spot.",0.7471120357513430,-1
 That here in manage user.,0.7470851540565490,-1
"We have to wear we have to be either, like, yeah, new tier physicist, not survive Zombie, and the cupcakes have, like, little neon reactor stuff it was it was cool.",0.7470828890800480,-1
" Actually Actually, between these two these two features of like, the metrics here and the sales here.",0.7467756271362310,-1
I just looked at the score afterwards.,0.7463704347610470,-1
Seven we're gonna set it to saving for seven calls per agent.,0.7455015182495120,-1
 So I'm just wrapping up my wrapping on my day.,0.7454281449317930,-1
Submit describe going on.,0.7450579404830930,-1
"I mean, the end day it's it's latest money.",0.7450375556945800,-1
I'll talk you later.,0.7448742985725400,-1
With the data team Totally yeah.,0.7441526651382450,-1
It's a new use case for us.,0.7436516880989080,-1
I'm calling you very first call in someone else.,0.7434309124946590,-1
"And is going live, and the second one will be this right.",0.7425644397735600,-1
And so Every everyday we're checking in code code code code code grow girl grow.,0.742500364780426,-1
 One the biggest is dog blockers for sure.,0.7424646019935610,-1
So here we're viewing Arm,0.741801917552948,-1
So it tracks product costing.,0.7416864037513730,-1
 As long as we can we can do that.,0.7413536906242370,-1
