label,probab,sentence,time,verbs
1,0.9944722056388860,I think probably starting next week because of.,"[['next', 'week']]",['starting']
1,0.9944562315940860,"We don't have that ten schedule with the, like, the Ceo yet.",[['yet']],['have']
0,0.9944532513618470,So when I when I'm recruiting.,[['when']],['recruiting']
1,0.9944291114807130,Frodo will be on this call tomorrow.,[['tomorrow']],['be']
1,0.9944168329238890,"The upside is, you know, when it happens, I mean, you've got the and put in on and two and three on the on the line with you, helping get","[['when'], ['when', 'it', 'happens'], ['when', 'it', 'happens']]","['happens', 'got', 'put']"
1,0.9943071007728580,This is something actually that we're going to discuss when we talked about Leaandra's.,"[['when', 'we', 'talked', 'about', 'Leaandra', ""'s""], ['when']]","['discuss', 'talked']"
1,0.9942943453788760,It was still kind of call set up with their VP of Finance because he was working through schedules.,"[['still'], ['through', 'schedules']]","['was', 'working']"
1,0.9942723512649540,Enterprise before end of day looking for a really accurate list of deals here.,"[['before', 'end', 'of', 'day']]",['looking']
0,0.9942638278007510,And then we're gonna,[['then']],['gon']
1,0.9942162036895750,"But his email then you're were like, let's do it next week.","[['then'], ['next', 'week']]","['were', 'do']"
1,0.9942067861557010,and then we'll make it happen.,[['then']],['make']
1,0.9941595792770390,Cool I'll go first Cassie.,[['first']],['go']
1,0.994144856929779,"I can do tomorrow I'm off on Wednesday, but tomorrow I can do anytime between ten Am and four Pm central.","[['tomorrow', 'on', 'Wednesday'], ['tomorrow', 'anytime', 'between', 'ten', 'Am', 'and', 'four', 'Pm', 'central']]","[""'m"", 'do']"
1,0.9941390752792360,I can still go to scratch pad and edit my pipeline.,[['still']],['go']
1,0.9941113591194150,So it's for outbound reach towards prospects you're are all already speaking with.,[['already']],['speaking']
1,0.9940979480743410,And then we'll pick back up next week.,"[['then', 'next', 'week']]",['pick']
1,0.9940236210823060,So but she wants to do a video interview with dawn next week.,"[['next', 'week']]",['do']
1,0.9940061569213870,To put it in the books next week.,"[['next', 'week']]",['put']
1,0.994005560874939,It's pre written it's ready to send.,[['pre']],['written']
1,0.9939596652984620,"And then as soon as we get that, then we'll be official and I'll get you over this open calendar.","[['then', 'as', 'soon', 'as', 'we', 'get', 'that', 'then']]",['be']
1,0.9938748478889470,"Denisha, you are on this parallax call tomorrow, but I don't think you've accepted it.",[['tomorrow']],['are']
1,0.993823766708374,"Also, notice that Jim Broyers, Top 33 Digital Lenders Arc is already on that list, and I am pitching him to see if he can expand on that and maybe put you guys underneath in sort of a larger.",[['already']],['is']
1,0.9937962293624880,"Integrated with everything, but then I went over pricing and there's like, an additional...",[['then']],['went']
1,0.9937830567359920,It they'll load the fields for a minute.,"[['for', 'a', 'minute']]",['load']
1,0.9936955571174620,I'll get a response from her this week.,"[['this', 'week']]",['get']
1,0.9936209321022030,"And then I heard like, actually researching the technology and now I am...","[['then'], ['now']]","['heard', 'am']"
1,0.9936116337776180,"After we have a meeting, you leave your number right sometime somewhere that number, we call this number because this number can also be called from Hubspot, but hap what does not allow calling from several countries.","[['After', 'we', 'have', 'a', 'meeting']]",['leave']
1,0.9935842156410220,We should probably try to push yesterday to come up with the template.,[['yesterday']],['push']
1,0.9935816526412960,"And then maybe if we need to go on a quick chat tomorrow afternoon, condition.","[['tomorrow', 'afternoon']]",['go']
1,0.9935680031776430,And then when they go and interface with that vendor.,"[['when'], ['when']]","['go', 'interface']"
1,0.9935662150383000," Then try and get that version downloaded but of course, that is in the worst case scenario, actually, the the average, more the the base case.","[['Then'], ['Then']]","['try', 'get']"
1,0.9935266971588140,This is the one that I want to talk to you about after this call as well.,"[['after', 'this', 'call']]",['talk']
1,0.9934723377227780,We can we can go deeper or go specific next week.,"[['next', 'week']]",['go']
1,0.9934459328651430,Now I need to go back to the interesting,[['Now']],['need']
1,0.9934459328651430,Now I need to go back to the interesting,[['Now']],['need']
1,0.9934237003326420,And then implement in January.,"[['then', 'in', 'January']]",['implement']
0,0.9934121966362,I can dial back in on the headphones in a sec.,"[['in', 'a', 'sec']]",['dial']
1,0.9934119582176210,"Well, got the scoping call tomorrow, and we're meeting after this meeting with Caleb, just to, like, walk him through.","[['tomorrow'], ['after', 'this', 'meeting', 'with', 'Caleb']]","['got', 'meeting']"
1,0.993368923664093,Then Just gotta get this guy on the line.,[['Then']],['got']
1,0.9933517575263980,"Let's catch up in our chat later today on that one cool, quick note.","[['later', 'today']]",['catch']
1,0.9933435916900640,But I'll tag everyone in that one and let's jump into Piper now for sake of time.,[['now']],['jump']
0,0.9933006763458250,"Of course number of customers in our books right now that it shows traction, and then it's easy for us to get to go to a higher raise, and i could be bigger bigger that series",[['then']],"[""'s""]"
1,0.993293046951294,I'll send you some information and we'll talk in two weeks.,"[['in', 'two', 'weeks']]",['talk']
1,0.9932745695114140,How can we identify that and then share that with the rest of the team.,[['then']],['share']
1,0.9932653903961180,It's a good question next week.,"[['next', 'week']]","[""'s""]"
1,0.9932641983032230,I'm not gonna get that up for all of this yet.,[['yet']],['get']
1,0.99324631690979,"I wanna be able to separate that by region, potentially product line when we, you know, grow you know, our future new business opportunities up.","[['when', 'we', ',', 'you', 'know', ',', 'grow', 'you', 'know', ',', 'our', 'future', 'new', 'business', 'opportunities', 'up'], ['when']]","['separate', 'grow']"
1,0.9932206869125370,But sometimes we see that people just booking a meeting.,[['sometimes']],['see']
1,0.9931687116622930,We recommend the apps that that thing that is should pops up after I you meeting.,"[['after', 'I', 'you', 'meeting']]",['pops']
1,0.9931300282478330,Popping up this thing automatically after you meeting.,"[['after', 'you', 'meeting']]",['Popping']
0,0.9929714798927310,"it's not right now linking up to Salesforce, like Gong is doing.","[['right', 'now']]",['linking']
1,0.9929636120796200,Then and that's consolidation.,[['Then']],"[""'s""]"
1,0.9929551482200620,Because they were supposed to get back to me on Thursday.,"[['on', 'Thursday']]",['get']
1,0.9929025769233700,We'd love to find some time this week too...,"[['this', 'week']]",['find']
1,0.9928836822509770, I would shoot maybe the middle of next week.,"[['maybe', 'the', 'middle', 'of', 'next', 'week']]",['shoot']
1,0.9928523898124700,"Add, once well nest stuff will pop up.",[['once']],['pop']
1,0.9927937984466550,"Oh, so now you need to go back.",[['now']],['need']
1,0.9927933216094970,"Well, I'll check with you guys, I guess, early two","[['early', 'two']]",['check']
1,0.9927811026573180,In six to eight weeks is provide a ton of OutoftheBox value 150 plus metrics that would take a competitor.,"[['In', 'six', 'to', 'eight', 'weeks'], ['In', 'six', 'to', 'eight', 'weeks']]","['is', 'provide']"
1,0.9927768707275390,"After we have a meeting, you leave your number right sometime somewhere.","[['After', 'we', 'have', 'a', 'meeting']]",['leave']
1,0.9926860332489010,I'll see you tomorrow sorry about that.,[['tomorrow']],['see']
0,0.9926019310951230,When you guys do that.,[['When']],['do']
1,0.9925743341445920,"Ben was also pitching some I haven't gotten anything on my end yet, so we just keep on reaching out there.",[['yet']],['gotten']
1,0.992515504360199,"I am home and kind of, you know, in my sweatpants pants and stuff, but I am working today.",[['today']],['working']
1,0.9925026893615720,"Well, i'll send over a calendar invite for ten thirty pacific time on Friday.","[['pacific', 'time', 'on', 'Friday']]",['send']
1,0.992485761642456,"So once that come in, I can take another card.","[['once', 'that', 'come', 'in']]",['take']
1,0.9924584031105040,I'm not sure what exactly because I already set it up.,[['already']],['set']
1,0.9924584031105040,I'm not sure what exactly because I already set it up.,[['already']],['set']
1,0.9924166202545170,So sometimes it's three months before you actually use a ticket that you purchased.,[['sometimes']],"[""'s""]"
1,0.9924166202545170,So sometimes it's three months before you actually use a ticket that you purchased.,[['sometimes']],"[""'s""]"
1,0.9923966526985170,And then that could be good to have.,[['then']],['be']
1,0.9923822283744810,"Like, are you guys having meetings next week, and then we can touch base then.","[['next', 'week'], ['then', 'then']]","['having', 'touch']"
1,0.9923593401908880,"It's it's ultimately this is like a decision that I'll work on cassie founders with, and we're not ready to, like, sign the dotted line today because we're still stations in the background.","[['today'], ['still']]","['sign', ""'re""]"
0,0.9923567771911620,And I believe they're now suing them.,[['now']],['suing']
1,0.9923295378685000,so I can plan the team's time ahead of that.,"[['ahead', 'of', 'that']]",['plan']
1,0.9922904372215270,"Well I show you earlier, basically, Like, you're gonna be in the meeting one please.",[['earlier']],['show']
1,0.9922825694084170,"I'll see you tomorrow, sorry.",[['tomorrow']],['see']
1,0.9922807812690740,"But I know that we're for like modeling purposes are like, you know, if they were ever to do find fundraising, they probably wouldn't wanna kind of view it as a consolidated group or whenever just presented that way it's it is all related in this is just different ownership structures kind.","[['whenever'], ['whenever', 'just', 'presented', 'that', 'way', 'it', ""'s""]]","['presented', 'is']"
1,0.99224853515625,"Just to see if it makes sense to, like, start out with a mosaic as you guys are transitioning and then you know, as Cassie needs sage, you know, get sage in there and it's easily swap out the can system.","[['as', 'you', 'guys', 'are', 'transitioning']]",['start']
1,0.9922054409980770,"And then, you know, just kinda using this to help us figure out, you know, okay for entities that look like this, you know, what's the population look like kind of of the demographics of those groups, kind of that pretty standard stuff in terms of market expansion of understanding the who are aware of what those opportunities look like.",[['then']],['using']
0,0.9921994805336000,Well it could be you always ask me to switch to a different app.,[['always']],['ask']
1,0.992185652256012,So my my next step with Clara as a contact is to follow after thanksgiving.,"[['after', 'thanksgiving']]",['follow']
1,0.992174506187439,So it's for outbound reach out towards prospects you're are all already speaking with.,"[['outbound'], ['already']]","['reach', 'speaking']"
1,0.9921733140945440,"And then for tomorrow's demo, does one like a pretty...",[['then']],['does']
1,0.9921354055404660,"That also speaks to the kind of size of fit which you called out based on their needs here, I probably would have brought up analytics like, hey, although pigment may be able to do a lot of things we showed you today, please dig into like what that will look like.",[['today']],['showed']
1,0.9920883774757390,So Always reconnect the Salesforce part two later.,"[['Always', 'later']]",['reconnect']
1,0.9920852780342100,"I can do tomorrow I'm off on Wednesday, but tomorrow I can do Anytime between ten Am and four Pm central.","[['tomorrow', 'on', 'Wednesday'], ['tomorrow', 'Anytime', 'between', 'ten', 'Am', 'and', 'four', 'Pm', 'central']]","[""'m"", 'do']"
1,0.992067813873291,"He's pretty confident about getting it in November, but haven't got a chance to sync up with him for the past couple of weeks.","[['in', 'November']]",['getting']
1,0.9919400811195370,I update that and then I can updates.,[['then']],['updates']
1,0.9919341802597050,Now tying it to a vendor and reporting on DBA.,"[['Now'], ['Now']]","['tying', 'reporting']"
1,0.9919291734695440,let's see how we get on tomorrow.,[['tomorrow']],['get']
1,0.9918678402900700,Because I do work with Bt and I have another call now which is language china eight Am.,[['now']],['have']
1,0.9918081164360050,It you'll load the fields for minute.,"[['for', 'minute']]",['load']
1,0.9917787909507750,"So I do like another protection version and as I think come December, i will finalize the budget for twenty twenty three based on what it is on that day.","[['come', 'December'], ['on', 'that', 'day']]","['finalize', 'is']"
1,0.9917535781860350,"So we take care of, you're gonna edit these fields in my Salesforce after a call.","[['after', 'a', 'call']]",['edit']
1,0.9917411804199220,And then we'll talk it in about two weeks.,"[['then', 'in', 'about', 'two', 'weeks']]",['talk']
1,0.9917312264442440,"We have a brief vendor level forecasting demo tomorrow with me, Frodo and ow.",[['tomorrow']],['have']
1,0.9916752576828000,"Like kind of like, how Salesforce in the beginning didn't have any tools and now they have, like, look and all those things connecting to sales like, I think this is more just preemptive preemptive.","[['in', 'the', 'beginning'], ['now']]","['have', 'have']"
1,0.9914560914039610,And read the idea and get back to me probably tomorrow.,"[['probably', 'tomorrow']]",['get']
0,0.9914432168006900,"When they book a meeting, right?",[['When']],['book']
1,0.9913815855979920,And then let me actually check our calendar for when we can start this the onboarding.,"[['then'], ['when']]","['let', 'start']"
1,0.9913526177406310,We just get the revenue numbers to what should ideally be for us to break even by a certain date and then to hit their revenue number by a certain date.,"[['by', 'a', 'certain', 'date'], ['then', 'by', 'a', 'certain', 'date']]","['break', 'hit']"
1,0.991344690322876,"And then If I've to send them to the Salesforce, it's a really nice integration I can update Yeah.",[['then']],"[""'s""]"
1,0.991251528263092,"When you connect the ERP data, there's a lot of setup that you have to do to make sure the categories and stuff are actually mapped before it's useful.","[['When'], ['When', 'you', 'connect', 'the', 'ERP', 'data'], ['before', 'it', ""'s"", 'useful']]","['connect', ""'s"", 'mapped']"
0,0.9911674857139590,"So next time when I look at the demo, I will know if it fixed or not.","[['next', 'time', 'when'], ['next', 'time', 'when', 'I', 'look', 'at', 'the', 'demo']]","['look', 'know']"
1,0.9911401867866520,"I don't know yet because I don't I don't exactly know this is the process place, but Like, when I go into scratch pad here, And then let's say just filled out these notes.","[['yet'], ['when'], ['then']]","['know', 'go', 'let']"
1,0.9911363124847410,"Then I'll send them over email to just in case, you know, I know the chat goes away.",[['Then']],['send']
1,0.9909909963607790,So when I showed you this just like think that the next to your meeting that's available next week.,"[['when'], ['when', 'I', 'showed', 'you', 'this'], ['next', 'week']]","['showed', 'think', ""'s""]"
1,0.9909592866897580,"After the demo tomorrow, then we'll get it for approval, but it's looking like, it's gonna be fine.","[['After', 'the', 'demo', 'tomorrow', 'then']]",['get']
0,0.9909340143203740,To get a core financials and then contracting subscription and billing.,[['then']],['contracting']
1,0.9909238219261170,"Because that when you s it to me, okay.",[['when']],['s']
1,0.9908949136734010,"I mean, I listen to my call recording some time.","[['some', 'time']]",['listen']
1,0.9908949136734010,"I mean, I listen to my call recording some time.","[['some', 'time']]",['listen']
1,0.9908884763717650,Kelly Rescheduled from Friday.,"[['from', 'Friday']]",['Rescheduled']
1,0.9908479452133180,Up until like close to Christmas and then shut down for a couple weeks again around Christmas time.,"[['then', 'for', 'a', 'couple', 'weeks', 'around', 'Christmas', 'time']]",['shut']
1,0.9908196330070500,"I I think Then agreements balance, I can I can get signed tonight.",[['tonight']],['signed']
1,0.990811824798584,If we can just You could probably try to disconnect it and then go back.,[['then']],['go']
1,0.990734338760376,And and and get next demo next week.,"[['next', 'week']]",['get']
1,0.9907315373420720,"I get it done by, like, you know, February, but like that, like, I still get people to make decisions","[['by', ',', 'like', ',', 'you', 'know', ',', 'February'], ['still']]","['done', 'get']"
1,0.990629255771637,Can you show your train again and and let's go back to the fields.,[['again']],['show']
1,0.9906270503997800,"The upside is, you know, when it happens...",[['when']],['happens']
1,0.9905703067779540,"Again, i'm already in there taking notes.",[['already']],"[""'m""]"
1,0.9905552268028260,"Then we have anchor in hour and a half, so we'll be you'll do that.","[['Then', 'in', 'hour', 'and', 'a', 'half']]",['have']
1,0.9905258417129520,And walking through pricing that we didn't get to discuss on Friday.,"[['on', 'Friday']]",['discuss']
1,0.9904775619506840,"and we'll listen and give, you know, all coach around that and how we could do that better next time.","[['next', 'time']]",['do']
1,0.9904468059539800,I'll send you an email when I get send over,"[['when', 'I', 'get', 'send', 'over'], ['when'], ['when']]","['send', 'get', 'send']"
1,0.9904468059539800,"But I'm I'm manage these a bit differently from, like, in when my sales manager looks at the opportunity, they know I have a clear next step.","[['when'], ['in', 'when', 'my', 'sales', 'manager', 'looks', 'at', 'the', 'opportunity']]","['looks', 'know']"
1,0.9904436469078060,and maybe we set up in another half hour maybe early next week if than everyone at that time this week.,"[['in', 'another', 'half', 'hour', 'maybe', 'early', 'next', 'week']]",['set']
1,0.9904417991638180,So the advice that we were getting is close some of the deals and then go back.,[['then']],['go']
1,0.9903905391693120,"And if they still don't show up, we call them in the next fifteen minutes as well.","[['still'], ['in', 'the', 'next', 'fifteen', 'minutes']]","['show', 'call']"
1,0.9903905391693120,"And if they still don't show up, we call them in the next fifteen minutes as well.","[['still'], ['in', 'the', 'next', 'fifteen', 'minutes']]","['show', 'call']"
1,0.9903711676597600,"And the moment someone picks up, then the other call, then.","[['the', 'moment']]",['picks']
1,0.9903576970100400,"and you know, I would love to work with you again.",[['again']],['work']
1,0.9903571009635930,"Personally, I wanna make sure when I update my budget, it's it's locked as soon as it i hit enter.","[['when'], ['as', 'soon', 'as', 'it', 'i', 'hit', 'enter']]","['update', 'locked']"
1,0.9903302192687990,"So we could take their email that they send out to new customers and then, like, break it down even further for directions of, like, hey, look, you're gonna you want to plug in the day of we're gonna go on in the meeting, we're gonna look at categories and then pull up the report.","[['then'], ['the', 'day', 'of', 'we', ""'re"", 'gon', 'na', 'go', 'on', 'in', 'the', 'meeting'], ['then']]","['break', 'plug', 'pull']"
1,0.9903290271759030,"but then someone's can ask you or someone else, Hey, can you please listen to the recording?",[['then']],['ask']
1,0.9902805089950560,And starting from next week pull at the side to so.,"[['from', 'next', 'week'], ['starting', 'from', 'next', 'week']]","['starting', 'pull']"
1,0.9902660250663760,"And so I just responded back saying, Well, we should talk the first week of December then, because our pricing model will be changing.","[['the', 'first', 'week', 'of', 'December']]",['talk']
1,0.990148663520813,"So just like, like, clients compare systems, before they want to, like, go forward with a good recruitment software.","[['before', 'they', 'want', 'to', ',', 'like', ',', 'go', 'forward', 'with', 'a', 'good', 'recruitment', 'software']]",['compare']
1,0.990148663520813,"So just like, like, clients compare systems, before they want to, like, go forward with a good recruitment software.","[['before', 'they', 'want', 'to', ',', 'like', ',', 'go', 'forward', 'with', 'a', 'good', 'recruitment', 'software']]",['compare']
1,0.9901236891746520,"It's very convenient to use it on the go if you have to let's say get away from the computer, but still be available",[['still']],['be']
1,0.9901114106178280,Just going into clarify that when we jump into it.,"[['when', 'we', 'jump', 'into', 'it'], ['when']]","['going', 'jump']"
1,0.9901019334793090,I'm still trying to figure out get clarity of on my web.,[['still']],['trying']
1,0.9900715351104740,"I mean, I can jump on also, I don't know if Georgia or Sorry, Frodo, you have availability on Eleven, Tuesday.","[['on', 'Eleven', ',', 'Tuesday']]",['have']
1,0.9900063872337340,And I see webex Next year.,"[['Next', 'year']]",['see']
1,0.9899561405181890,and then we'll get it all dialed.,[['then']],['get']
0,0.9899342656135560,Placing see again.,[['again']],['see']
1,0.9899097681045530,I'll tell you whenever ready get it.,"[['whenever', 'ready', 'get', 'it'], ['whenever']]","['tell', 'get']"
1,0.9899006485939030,"So that that that's at least for me, right, in order to do this because I'm I'm updating this up as a part of my next steps after every demo I do.","[['after', 'every', 'demo', 'I', 'do']]",['updating']
1,0.9898682832717900,And then I was doing some Linkedin searching and are...,"[['then'], ['then']]","['doing', 'are']"
1,0.989855170249939,And then I copy and paste or email or if if not already in my Gmail,"[['then'], ['then']]","['copy', 'paste']"
1,0.9898266792297360,"So but down the two months down the line, so we don't wanna waste wait till the end of their of the time period other four start.","[['till', 'the', 'end', 'of']]",['wait']
1,0.9896077513694760,"But he's out in New York, all of December.","[['all', 'of', 'December']]","[""'s""]"
1,0.9895519614219670,"And sometimes they do return it if it is you know, a feature walk through specifically they will return to it in order to music as a as the source of knowledge.",[['sometimes']],['return']
1,0.98954176902771,And then we have that all team meeting.,[['then']],['have']
0,0.9895291924476620,"How did you find out about S gold in the first place, and how do you use it.","[['in', 'the', 'first', 'place']]",['find']
1,0.9895185828208920,And now I went I logged out of the other one,[['now']],['went']
1,0.9894234538078310,"But then she was like, super interested in the consolidations process.",[['then']],['was']
1,0.9894213676452640,And Is there anything that is that is said during the meeting that we the lowest feel but that is the next step.,"[['during', 'the', 'meeting']]",['said']
1,0.9893941283226010,Any chance you guys sign in November here so that.,"[['in', 'November']]",['sign']
1,0.9893584251403810,That's where that one's at and then stream.,[['then']],['stream']
1,0.9893566966056820,and then we forecast that information so that they know where they'll be.,[['then']],['forecast']
1,0.9893566966056820,and then we forecast that information so that they know where they'll be.,[['then']],['forecast']
1,0.9893177151679990,Just ERP and then they're gonna do an Hrs upload.,[['then']],['do']
1,0.989301860332489,"Like, I wanna hire She's always like checking.",[['always']],['checking']
