sent,score,label
" The reason I ask is we have an action item button in adam and any anytime you use that, we're will automatically create a task for you in Hubspot.",0.9172948598861694,-1
"If not, what's going on.",0.9170066118240356,-1
"Because if so, like, I'm thinking is we just use one for analytics.",0.9167826771736145,-1
"So I guess given this whole transition, When do you think you guys will be ready to start modeling in jose and sorry building out some of those historical And head count dashboards.",0.9165690541267395,-1
"Does it matter if it's like January third, or January first but your end are what is it?",0.9164778590202332,-1
I don't know which is.,0.9161593914031982,-1
I don't know which is.,0.9161593914031982,-1
 At all?,0.9149045944213867,-1
Are y'all using slack by chance?,0.9139677286148071,-1
You wanna go over?,0.9133030772209167,-1
 What does that mean?,0.9132252335548401,-1
If there's something we can do when they add us to their to their inventory.,0.9128007888793945,-1
Is it ringing?,0.9120777249336243,-1
"So I don't know you guys have any preference on where what order it is, you know, where would store name go?",0.9119681119918823,-1
Does that cover?,0.9110730290412903,-1
 Fun How's everyone else doing?,0.9108964800834656,-1
So I don't know if That means the air logic that we built will also change.,0.9108780026435852,-1
"For me if what's what exactly happening here, like, is am I speaking with her?",0.9106761813163757,-1
It's Is how is that build?,0.9086897969245911,-1
Is this a real lead?,0.9085407853126526,-1
"Where where is the data living that would be, like, top of funnel, you know, like, calls, emails that we're sending that kind of like kind of like, Str sdr level data Or does that exist right now?",0.9084336757659912,-1
I'm not sure if they have changed.,0.9083519577980042,-1
What about you?,0.908086359500885,-1
Can you send or are you able to send invites for those office hours?,0.9079988598823547,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
Right?,0.9078835248947144,-1
 So that manual file that you referenced for your latest air account the the one where you you're using to data sources?,0.9078317284584045,-1
"Items that around, like strategic components of your bill like, hey, how do I build my top line forecast, etcetera?",0.9071813821792603,-1
"Because I actually am in there a lot using those two, and I'm I always Am like, why are these their own tabs?",0.9071613550186157,-1
" Function is mainly for Translating leaving what been thing on the phone, like, what what is the sales component?",0.9070479273796082,-1
Who is currently available?,0.9070063829421997,-1
 Does Sarah have permissions to do something like that like Delete accounts aren't being used.,0.9069995284080505,-1
"Do you know what integrations are we working on right now because I don't even know that like, or just was something that's currently in the works, and then I think Brian had mentioned it on a on but call at the beginning of this week?",0.906753659248352,-1
"So Kelly, are you are you currently using this task for you when you execute your tasks with some of those links that I gonna set you up on originally.",0.9065829515457153,-1
Are some of our other new ones?,0.9063670635223389,-1
Is like trying to think of like can just make sure this comes out of this series but So me see or agreement date what would you need for it?,0.9062149524688721,-1
Are they what?,0.9060099124908447,-1
"So on dial pad, we are able to when you're on hot hubspot, you're not able to see who is the status of each rep?",0.9059290289878845,-1
"What do they care about, just to get as much information about them before actually call in them or sending in them an email, How often do you do that?",0.9056077003479004,-1
"Is your charter account structure For example, like, salaries dash r and d, salaries g a. Do you have, like, gl accounts with those naming conventions?",0.9052422642707825,-1
Do you know if they're available yet or when they might be available?,0.9049841165542603,-1
 Really?,0.9043292999267578,-1
 So in this chain could we change this from a multi select Dan just to drop down with single select.,0.9041538834571838,-1
 What are you?,0.9035716652870178,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
 Right?,0.9028635025024414,-1
"In fact, I've I'm been wondering about this, because when I was looking at Copper pearl last night and testing of the new roles.",0.9025315046310425,-1
" So, like, the the invoice due date I'm assuming?",0.9020887017250061,-1
So the two initial items back we had were We're wondering if maybe we don't include this bottom graph for the customers for now.,0.9018133282661438,-1
" They should be like a a little about at the bottom of the Zoom screen there's showed mostly, like a little red notification, Do see that?",0.901502788066864,-1
 How you guys?,0.9009433388710022,-1
"Are you gonna be like, working that first speaker you taking off?",0.9008703231811523,-1
"But I mean, claim status, if we're already on the new claims tab is, like, aldi these should have the same status of new.",0.9007406830787659,-1
Hey do you guys do do you ever use this?,0.9005634188652039,-1
Does that make sense?,0.899641752243042,-1
" Function is mainly for Translating leading what been seen on the phone, like, what was the sales component?",0.899454653263092,-1
You do anything cool over the weekend?,0.8991695642471313,-1
So there's also that element of we don't know we don't know.,0.899161696434021,-1
Was it already adjusted for thanksgiving this slightly lower projection for November or no?,0.8989800810813904,-1
"platform they're on if it's Shopify it's one, In fact, do you know on these other ones, I can go and manually update these which ones All those ones should have a value",0.8980509042739868,-1
"In fact, would we put all orders I guess when we leave at top level here, so we can see it or we put them underneath our admin settings like, how close does that need to be?",0.8977709412574768,-1
 You?,0.8966307640075684,-1
"I guess Kelly, what about you and any personal or personal goals for this week.",0.8964361548423767,-1
"i I would much rather forty What do you do when you these when when you listen to these recordings, I'm just checking to see if these guys are are executing some of the techniques that we talk about all the time, the introduction rebuttal what on that, suppose you you hear something you don't like during one of these recordings, what do you would do then?",0.896202027797699,-1
Are we should we continue doing that through the back end at this point?,0.896014928817749,-1
Tell me a little more?,0.89559006690979,-1
Not done?,0.8953840136528015,-1
Was it locked?,0.8949435949325562,-1
"Like, Can you give me the break breakdown one two three, because it it seems like you got hand a few things.",0.8948882818222046,-1
 What?,0.894690990447998,-1
 What?,0.894690990447998,-1
Is is that was actually working on sort a dashboard of,0.8946168422698975,-1
 So how are they doing their job right now that they've never logged in?,0.8938758373260498,-1
"So if when you see this, Who is it that normally turns it on?",0.893726646900177,-1
Is Topper so he problem?,0.8937113881111145,-1
While you're on a call?,0.8925682306289673,-1
 So is there gonna be a new one that shows up here or is it within one of these?,0.8925259709358215,-1
And and what do you do there?,0.8924175500869751,-1
So I can't tell you what's certainty to whether we whether we load Con and it creates in Salesforce or whether Is contacted something that already this in.,0.8923034071922302,-1
"Like, do you want them to be able to see something more holistic or are you quote with them just coming in here seeing individual stores as needed?",0.892055869102478,-1
"Like, I'm just curious if we look would a protection.",0.8919625878334045,-1
" I can add to that if Him, what can I do that?",0.8917961120605469,-1
How long are you going for the whole week?,0.8917720913887024,-1
"I mean, depending on the level of effort, like, you know, just tweaking the table and the columns and the spacing and and and all of that you know, like it'd be great to just kinda lock whatever we want for for all of these like, because I mean, having the the order number pinned to the left and having another call?",0.8913504481315613,-1
I I don't know if we have a way to see her email address.,0.8913284540176392,-1
What can you guys recommend?,0.8912293910980225,-1
What does that,0.8907497525215149,-1
 Not clear.,0.8905046582221985,-1
Remind me the timeline on when when they're Rip connection will be ready.,0.8899081349372864,-1
"so like, you know, what the deal is, you have my contact info, but",0.8895118832588196,-1
How how people done with their anyone doing Christmas shopping?,0.8890619874000549,-1
Tell us something about that.,0.8890360593795776,-1
And what does it look like if it is that like when it's ringing I'll back quickly.,0.8889871835708618,-1
How are you guys?,0.8889346718788147,-1
How are you guys?,0.8889346718788147,-1
If actually he's done with a dashboard now that we're gonna replace the analytics tab with.,0.8889028429985046,-1
" Lee, how's it going?",0.8887243270874023,-1
So you can actually pick what time it is for them currently?,0.8885176181793213,-1
Can you include that?,0.8884862661361694,-1
"And was going through and I just watched him, like, this one looks good to keep what was there all this one we should probably keep the other one and, like, it's a guessing game.",0.8884830474853516,-1
Anything else from any Anyone else?,0.888440728187561,-1
 Guys are looking to build something that compete with combos or what what is your background?,0.8884145617485046,-1
"Right now In terms of, like, the reporting of the of the revenue, like, like, the thing that we're using instead of most work right now?",0.8876085877418518,-1
"Oh, really?",0.8874015808105469,-1
We could ask the team.,0.887332558631897,-1
But there is the live I can't see Are you are you showing you something else?,0.886809766292572,-1
If it's if it's an annual the billing then we would do it we'd have to figure out if it's billed at the end of the year at the beginning of the year.,0.8847106695175171,-1
Have you met Brian on?,0.8843644857406616,-1
"Like, what when we get to that point, we wanna involve you know, the the partnerships team to to, like, be in those conversations, I think as well.",0.8840034008026123,-1
do I not?,0.8837703466415405,-1
"Then we'll be able to see once you connect to Mosaic, but just wanted to ask because that is what will enable you to have department forecast.",0.8834042549133301,-1
"So what is functionally better from a granular Gl perspective and so Do we book the department codes tags, classes, do we organize all those things to get the date that we're looking for And the main thing that transition there is we wanna know what we spend on each of our products over a period of time.",0.883260190486908,-1
i mean?,0.8830877542495728,-1
Did you want one as well?,0.8821088671684265,-1
Let me know what is be that now.,0.8818691968917847,-1
"Do you guys have like, a channel usually tablet rachel in?",0.8802644610404968,-1
 You guys are looking to build something that competes with combos or what is your background?,0.879655122756958,-1
 I would say keep the recording Why?,0.8783776760101318,-1
"Actually, what happens right now if you start shrinking your screen, I haven't gone into the responsiveness and keep going.",0.8778814077377319,-1
where was the competition?,0.8777028322219849,-1
Select cookies?,0.8765512704849243,-1
 And let's see if when you go back in if you got all the tabs.,0.8751283288002014,-1
And How how do we make adjustments from there.,0.8733517527580261,-1
Or do you want me to send her a note?,0.873238205909729,-1
How What what what do I need to have ready for that call for it to be effective again?,0.8727975487709045,-1
"But so get the most out of our services with you guys, like is there a way for us to, like, you know, have our don't know.",0.8724275827407837,-1
What?,0.8719249963760376,-1
Is that something you'd like it to do?,0.8717374801635742,-1
"Topper, like, Do we wanna have something that's similar to the store's performance, but it's a view of certain things across all of our customers.",0.8717171549797058,-1
"Or do I just need to out of my calendar or is there, like, a link or something Yes.",0.8714626431465149,-1
 Hey what's Jebediah.,0.8710387349128723,-1
"Will you go back to arm quick, I just wanna make sure this minutes calculation is accurate.",0.8706696033477783,-1
What can we do to support you?,0.8704368472099304,-1
" And what's the with the radical, we see they have an opt out?",0.8703450560569763,-1
What's in?,0.870291531085968,-1
So i'm not sure what we do.,0.8702624440193176,-1
How's everyone?,0.8694825172424316,-1
How's it going guys?,0.8694643974304199,-1
So When one works for you and Stephanie?,0.8685929179191589,-1
How can we help you?,0.8685633540153503,-1
What do we do is and how much more there is to do to convince the world.,0.8685288429260254,-1
" Have you, sort of around",0.8679386973381042,-1
Do you wanna double check from your end and see if it ended up in,0.8676002621650696,-1
Guys know Saint George?,0.8674245476722717,-1
December?,0.8672069907188416,-1
Was there any other...,0.8671091794967651,-1
"So how much time you start with that account, who you've spoken to and any hubspot data will pull in so you can easily jump back into it.",0.8663722276687622,-1
"Is the amount that we build, but what time frame.",0.8655549883842468,-1
"Like, are you gonna send this before end of November, I was like, yeah.",0.8655014634132385,-1
 I would say keep the recordings Why?,0.8652887344360352,-1
 Could you...,0.8650820255279541,-1
I was like what?,0.864794909954071,-1
 How's it going?,0.8633809089660645,-1
 How's it going?,0.8633809089660645,-1
" And what about, like what I meant what dal pad does with the transcript transcription",0.8628666996955872,-1
"Like, if once we have all of our cells, it's just a representation of data.",0.8623777031898499,-1
I'm not sure how how big it is.,0.8621863126754761,-1
We could ask the team if there is something available.,0.8619186282157898,-1
How about the gift.,0.8615298867225647,-1
We have test thinking if that's relevant for all.,0.8612897396087646,-1
So I'm I'm guessing here.,0.8612878322601318,-1
 Can you...,0.8611946105957031,-1
" So right now, is it where the call is they're...",0.8611208200454712,-1
You guys have any recommendations on marketing that are better distribution.,0.8611199855804443,-1
" By is It is kind of a test or it's, like, someone that Jericho does business with personally he like, handles this guy's finance.",0.8610808849334717,-1
"So if if all data also lives in Salesforce, you have an opportunity that shows what the license term looks like?",0.860978364944458,-1
" Let me think Not really not really I'm trying to think if there's anything that I'm like, oh, gosh.",0.8609470129013062,-1
" Like, if we... I mean, what happens if we do, like, a hundred days?",0.8606989979743958,-1
Don't know if there's a big benefit that I'm seeing Avid resolution time by day.,0.8604987859725952,-1
Or do I just take them...,0.8601335883140564,-1
 Create a broker?,0.8601183891296387,-1
 How fill this out within.,0.8597479462623596,-1
Did do do they they charge on a c basis?,0.8590479493141174,-1
"Because, yeah, I know that one currently on there all are just like what if it is this?",0.8586509823799133,-1
I'm not sure.,0.858262836933136,-1
How's it going?,0.8577984571456909,-1
"This will be interesting when people see this here like, oh, why did this take sixty hours?",0.8576796650886536,-1
"Either we have our own internal one or is there a version of this that I can pass all stores, like, what happens if I So hold on.",0.8557767271995544,-1
In my opinion anything that you dislike about it?,0.8557436466217041,-1
And just in the in the interim it's okay for us to to execute them through air table?,0.8540394306182861,-1
How are you?,0.8538974523544312,-1
"What can we do to help you we're being proactive rather than finding them emailing us being like, we can't get in, you know?",0.8538061380386353,-1
"What I'd like to get a little bit of understanding on in terms of recurring revenue reporting, what is your process today?",0.8536960482597351,-1
Will I need to have anything ready or is that kind of you walking me through next steps or That'll be in my email.,0.852943480014801,-1
" I have tried to figure that out, and it doesn't look like meta database has that.",0.850928008556366,-1
That'll come from or someone in the data team?,0.8508561849594116,-1
So like you had any follow ups or anything that we're associated with like an opportunity.,0.8506494164466858,-1
Is it that that's accurate?,0.8501067757606506,-1
Your wizard?,0.8481383919715881,-1
"If he's adding deals every day, but we're bleeding cash and losing customers, then will continue staying neutral, but with actually defending and adding, we can continue to be positive on a month of a month basis.",0.8479897975921631,-1
And you're gonna work with them on configuring the build of your top line?,0.8477056622505188,-1
I'm curious to see your chart of account structure.,0.8476767539978027,-1
"I don't know if it's not related to any all the changes we're doing, but hopefully not.",0.8468917012214661,-1
"I don't even know if it's right to expect like, counterfeit work out on their own, But, yeah.",0.8462762832641602,-1
Do you guys you have the option to drop a voice mail if I hit voice and it automatically leaves a I'm recording.,0.8457884788513184,-1
If that's possible we'll do it if not then won't change too much just trying to figure that out with them right now and seeing what's possible for Jan first billing.,0.8452954292297363,-1
" Hey, Harrison How's it going?",0.8445853590965271,-1
So is this the one he let us know?,0.8443610072135925,-1
"So What are some of our other big brands Mean, we have so many new guys.",0.8436982035636902,-1
"Even though, like, the the green category in the red category, and it's just a bad metadata.",0.8431410789489746,-1
"Like, you know, But what I'm looking for, like, a they very careful what is.",0.8419487476348877,-1
"Month or, like are you quarterly monthly are you guys gonna be?",0.8414925336837769,-1
"Jebediah, who did you support in the Netherlands Usa?",0.8398076891899109,-1
But one thing I was gonna say is how do we go about...,0.839798092842102,-1
Would this have its own Gl account or how would i...,0.8397753238677979,-1
 So is that just been a concern that you've heard from Jericho Harrison?,0.8397393822669983,-1
Can you hear me?,0.8395797610282898,-1
Can you hear me?,0.8395797610282898,-1
Is that like it came in and within five minutes.,0.8395758867263794,-1
" I definitely be interested in how far would you guys selling like smart people how far are we away from, like, true Ai agents where they sound human, but they're not.",0.839508593082428,-1
"And and you mentioned you just started using or jumping back in the of Are you familiar yourself with how it works or or, like, have you gotten to payroll with it a little bit.",0.8391320705413818,-1
"Can you give me, like, two minutes.",0.8388640284538269,-1
Tell?,0.8387167453765869,-1
How can we i help you?,0.8382882475852966,-1
 Can you hear me okay?,0.8380415439605713,-1
"I'm that first being the one you asked about That mentions, being able to mention colleagues and specific parts of a call.",0.8379406332969666,-1
Would that be like January first?,0.8369470834732056,-1
So I can't tell you what's certain to whether we whether we load it in the So in it for reach in Salesforce or whether Was contacted something already existing in Income.,0.8367234468460083,-1
" So, yeah, what I don't know is like, you can see here, it's kind of hard coating the width and the height.",0.8360801935195923,-1
 Was the weather like?,0.8352399468421936,-1
It's ringing no answer.,0.8348023295402527,-1
That's wide how do we narrow down that whiteness to find people who are actively talking about things that we can solve for.,0.834713339805603,-1
And that's why I asked because it would...,0.8346157073974609,-1
 Let's see.,0.8342755436897278,-1
"But for the most part, like, if you wanted to sure to be active or not?",0.8340998888015747,-1
Maybe it was hidden or something.,0.8337159752845764,-1
Who was right before bundled baby?,0.83321613073349,-1
"So, like, I don't know.",0.8331791758537292,-1
"Whether or not it actually works, I don't know, if it does, we should move it over to here and then get rid of all these cards.",0.8324308395385742,-1
I'm actually kind of on a weird stem a little bit not nocturnal right now?,0.8323558568954468,-1
"Are you referring to just any kind of growth, like, upsell or just increase in contract value anything like that.",0.8319157958030701,-1
That must be a test one.,0.8318659663200378,-1
How complex might be.,0.8317702412605286,-1
"I may not be able to make small or any of them, but can you add me to the ones that you you have this week?",0.8314657211303711,-1
I don't know if you guys had a source of truth to tie out to.,0.8311432600021362,-1
Correct me if I'm wrong here.,0.8307124972343445,-1
What what my invoice kate be?,0.830318808555603,-1
 If it's a package doesn't You does...,0.8301843404769897,-1
I don't how many?,0.8299956917762756,-1
"So on an individual route basis, many calls you had over the course of six weeks and what that percentage of talk time is as well as a team average.",0.8299732804298401,-1
"We already response or is it, like, from the time it came in we did a thing and it waited in their court, and that's not counting against it.",0.8297991752624512,-1
I think wasn't it as strong as they would needed to be?,0.8296613097190857,-1
What it was what what the what other the titles?,0.8290023803710938,-1
 Hey. Is anyone from the team flow world?,0.8288479447364807,-1
That also gives a chance how are things going.,0.8285995721817017,-1
I'm trying to get a operations and is Google.,0.8279199600219727,-1
Can you say that again?,0.8272784948348999,-1
Until we get The table?,0.8264454007148743,-1
I could just probably log in is Is that right?,0.8257414102554321,-1
"Like, but there's gotta be a way we can script that as well whereas things are going through.",0.8255947232246399,-1
I don't know if I'm gonna to work on my brain from when I might have to log out and log in as admin.,0.8253188729286194,-1
 thirty day trial.,0.8249984979629517,-1
"If those are their emails, that's definitely a concern Yeah.",0.8247107863426208,-1
"And then Anna, Jacob, how are we feeling for the mid December demos?",0.8246908187866211,-1
I asked Luke exactly the same thing.,0.8241752982139587,-1
Do you have an Nd yet?,0.8236367106437683,-1
So... Did you schedule that for the first week of Jan?,0.8230465650558472,-1
"Is there anything else that stands out to you especially important worth calling out right now, special attention to.",0.8227486610412598,-1
"Are you able to, like, import the the because, like, with helps hubspot we...",0.8224255442619324,-1
Maybe,0.8219730854034424,-1
Like would you be would we have the feature to import the company as well as the contact information.,0.8208330273628235,-1
For probably maybe since like last the how month is it?,0.8196682929992676,-1
 So Like what I will How many is having been together?,0.8195576071739197,-1
" So i another if if there's if there's if there's something that we could be filling in zero that would support the throughput into suppose like that you know, let us let let us know through this process.",0.8195487856864929,-1
"And that's what I was trying to find in meta, like, how to even identify like, duplicates of, like, how we store the data.",0.8191197514533997,-1
So let's try and and see if we can use the the old air table as a...,0.8189736008644104,-1
"And so is there something in in zero that would say, oh, we build I don't know a hundred dollars and that covers a year that covers a month.",0.8188552856445312,-1
I just wanna see if I've got something on the books.,0.8170526027679443,-1
Why did you guys take long on this day.,0.8168659210205078,-1
"It's not just directional which account, but also what is some ammo that I could use to possibly crack into this account, to make it relevant.",0.8168125748634338,-1
"To to the company And what happened when you reach out to k support about this At the moment, they didn't have, like a fixed.",0.8166004419326782,-1
 So now washington gonna go back?,0.8158711791038513,-1
Are we gonna be able to keep them keep them up as regularly as you've being running them,0.8152511715888977,-1
Oh is she freeze.,0.81365567445755,-1
Remove either does disconnect me does this drop down.,0.8135531544685364,-1
Is this a real lead or is this like a I'm just one of our people don't speak english.,0.8127259612083435,-1
We do trials.,0.8119364976882935,-1
"Or if they haven't done anything differently, but we they were to...",0.8113660216331482,-1
Don't how about going there?,0.8111711144447327,-1
It'd be nice to know if any other runs are missed.,0.8101134896278381,-1
Yes What would you think if your dial or automatically open the linkedin for you?,0.8098222017288208,-1
So if you want some people to have read only access and some people to actually have that edit collaboration access.,0.8095713257789612,-1
" And where it's minutes, we could probably only need one decimal I don't know.",0.8095400929450989,-1
But what's like point zero five of an hour.,0.8092236518859863,-1
Wait wait.,0.8088598847389221,-1
"Hey, maybe this is seeing a lot of stuff that isn't super relevant?",0.80882328748703,-1
Can you guys hear me?,0.8085659146308899,-1
Can you guys hear me?,0.8085659146308899,-1
And are you interested that be ready by January one are you guys just sort that?,0.8085550665855408,-1
What you're calling from Hot hubspot?,0.8074921369552612,-1
In tests.,0.8074045181274414,-1
"So now that we have other platforms, now we've gotta to say, oh, well, do they do this if it shopify do something different if it's Mag magenta and so on.",0.8070470094680786,-1
"It's and it sounds like if there is a little bit of, like, data cleanup that needs to be done for the like, adding those those ids since...",0.8068737983703613,-1
"So except like, i when we do more features.",0.8059778213500977,-1
"How about, I guess, maybe what we should do is just schedule time for life booster like early next year.",0.8057035803794861,-1
"Can you hear me, Jericho?",0.805634081363678,-1
I don't know what the name companies was based out of Seattle.,0.8055192232131958,-1
"They've had tons of claims in the last a couple weeks, So I don't know why this current analytics is not working for copper pearl.",0.8051637411117554,-1
Are you gonna be able to join then?,0.8038516640663147,-1
 So if if you're able to get the details to him.,0.8027315139770508,-1
 What about one of the Ic that we wanna tackle I.,0.8021227717399597,-1
Can you give me a minute?,0.8018181920051575,-1
 Do we wanna actually to schedule it now do you have your calendar available?,0.8011155724525452,-1
Are there any other a objectives and b timelines that are worth calling out addressing.,0.8008911609649658,-1
Gonna go in on the logic of your Arr builds.,0.8006933331489563,-1
Okay?,0.8002045750617981,-1
"Now is that the Csi, order protection general, they they'd be in there.",0.8001077771186829,-1
Data if Quickbooks didn't work.,0.800064206123352,-1
 You do you wanna play that rachel?,0.7999166250228882,-1
So are we able to...,0.7992677092552185,-1
 Mark?,0.7986070513725281,-1
 Hey what's.,0.7985182404518127,-1
Let's see.,0.7979607582092285,-1
"Is there a certain end date that would live live on that for these date of the invoice, Okay.",0.797870934009552,-1
If this is all the store sorted by total orders.,0.7971063852310181,-1
So I guess when do you think would make sense to meet again?,0.7970709800720215,-1
I base with with Gertude and understand what was the result of your initial tech call?,0.7952509522438049,-1
 Build problem.,0.795120120048523,-1
In draft mode.,0.7947429418563843,-1
Why would be ninety...,0.794433057308197,-1
"Do you have last off, I know we're...",0.7943778038024902,-1
Are you man?,0.7935585379600525,-1
" Oh, jeez.",0.7930817604064941,-1
"Is that like Don I, is that something It's a little bit gong",0.7927495241165161,-1
" K. The way, what was one of the new stores that we just onboard?",0.792334794998169,-1
wait.,0.7916359305381775,-1
"Like, I wonder if we can...",0.7913858294487,-1
Is that a fair Assessment.,0.7913334369659424,-1
This one's good to go?,0.7912322878837585,-1
And then I have no idea What to get my hand.,0.7906967401504517,-1
Our am I good to push slide like we've tested.,0.7905579805374146,-1
 If it's a package...,0.7903417348861694,-1
High How are you?,0.7903202176094055,-1
" I definitely be interested in how far you guys selling smart people how far are we away from, like, true Ai agents where they sound human, but they're not.",0.7898959517478943,-1
"I don't know if the name companies it's based out a Seattle, and they pull all altogether and we pay them a lot of money, and we trusted that as good they're the best in the space.",0.7898749709129333,-1
"If they're on if there's another, like, overlapping title, like, it might be you know, digital growth because folks and marketing like they have a growth title that tends to a lot more of commerce.",0.7895267009735107,-1
